,coocc_term,source_term,target_term,relation,score,count
4015,Hydrocarbon-Chlorine,Hydrocarbon,Chlorine,is related with,0.9697775840759276,1
2228,Eddy current-Aluminium,Eddy current,Aluminium,is parameter of,0.9697746634483336,2
10805,Vehicle-Electronics,Vehicle,Electronics,interacts with,0.9697560667991638,1
9763,Transmission (mechanics)-Brake,Transmission (mechanics),Brake,interacts with,0.9697475433349608,1
8255,Stainless steel-Brake,Stainless steel,Brake,is part of,0.9697467684745787,1
1440,Crankshaft-Brake,Brake,Crankshaft,interacts with,0.96973979473114,1
3635,Heat-Brake,Brake,Heat,has parameter,0.9697237610816956,1
9873,Truck-Brake,Truck,Brake,consists of,0.969719409942627,1
6192,Poppet valve-Fuel injection,Fuel injection,Poppet valve,interacts with,0.9697124361991882,1
2583,Emergency brake assist-Brake,Emergency brake assist,Brake,is type of,0.9697095155715942,1
158,Brake fluid-Brake,Brake,Brake fluid,consists of,0.9696916937828064,5
9037,Tool use by animals-Lighting,Lighting,Tool use by animals,is related with,0.96968674659729,2
7432,Rim (wheel)-Friction,Rim (wheel),Friction,has parameter,0.969676673412323,6
7194,Reservoir-Brake,Brake,Reservoir,consists of,0.9696704149246216,1
7327,Resistor-Car,Car,Resistor,interacts with,0.9696378707885742,3
7594,Rotor (electric)-Brake,Rotor (electric),Brake,is part of,0.9696309566497804,1
6084,Piston-Hydraulics,Piston,Hydraulics,is part of,0.969629406929016,2
7904,Sewage-Rail transport,Sewage,Rail transport,is related with,0.9696234464645386,1
9102,Torque-Disc brake,Disc brake,Torque,has parameter,0.9695977568626404,1
2829,Exhaust system-Exhaust brake,Exhaust system,Exhaust brake,is type of,0.9695923924446106,1
10175,Vacuum servo-Emergency brake assist,Vacuum servo,Emergency brake assist,is part of,0.9695767164230348,2
6361,Pressure-Brake,Brake,Pressure,has parameter,0.96956068277359,1
8363,Steam locomotive-Steam brake,Steam brake,Steam locomotive,is part of,0.9695603251457214,1
11050,Vickers Valiant-Hydraulics,Hydraulics,Vickers Valiant,is related with,0.969556212425232,1
6468,Pressure-Brake fluid,Pressure,Brake fluid,is parameter of,0.969551146030426,2
9436,Train-Alarm clock,Train,Alarm clock,consists of,0.969540536403656,1
2391,Electricity-Cable television,Electricity,Cable television,consists of,0.9695363640785216,1
4270,Iron-Die casting,Iron,Die casting,is related with,0.96952885389328,1
5889,Pascal (unit)-Inch of mercury,Pascal (unit),Inch of mercury,is related with,0.969528079032898,2
1048,Carbon-fiber-reinforced polymers-Brake,Brake,Carbon-fiber-reinforced polymers,consists of,0.9695206880569458,3
3737,Highway engineering-Brake,Brake,Highway engineering,indirectly related with,0.9695174098014832,1
6029,Piston-Cylinder (engine),Cylinder (engine),Piston,consists of,0.969509482383728,1
10842,Vehicle-Internal combustion engine,Internal combustion engine,Vehicle,is part of,0.9695088267326356,1
6467,Pressure-Brake fluid,Pressure,Brake fluid,is parameter of,0.9694976806640624,1
9079,Torque-Brake,Torque,Brake,is parameter of,0.9694837927818298,1
2507,Electronics-Electronic throttle control,Electronic throttle control,Electronics,is type of,0.9694687128067015,1
3763,Hose-Brake,Hose,Brake,is part of,0.9694544672966005,1
9170,Torque-Sensor,Sensor,Torque,is part of,0.9694538116455078,1
3634,Heat-Brake,Brake,Heat,has parameter,0.9694499969482422,2
6062,Piston-Exhaust system,Exhaust system,Piston,interacts with,0.969414472579956,1
11226,Voltage-Internal combustion engine,Voltage,Internal combustion engine,interacts with,0.969408631324768,1
11,Alnico-Alloy,Alnico,Alloy,consists of,0.9693903923034668,2
4856,Lorentz force-Electromagnetic coil,Lorentz force,Electromagnetic coil,is parameter of,0.9693902730941772,1
3507,Glycol ethers-Ethylene glycol,Glycol ethers,Ethylene glycol,is part of,0.9693819880485536,5
8376,Steam-Brake shoe,Steam,Brake shoe,consists of,0.969372808933258,2
6041,Piston-Cylinder (engine),Piston,Cylinder (engine),is part of,0.9693715572357178,2
3138,Force-Electric current,Force,Electric current,is parameter of,0.9693695306777954,1
5124,Manufacturing-Machine,Manufacturing,Machine,is related with,0.969365417957306,3
3108,Force-Brake shoe,Force,Brake shoe,is parameter of,0.9693631529808044,2
1402,Copper-Aluminium,Aluminium,Copper,is related with,0.9693626165390016,2
193,Brake fluid-Brake,Brake fluid,Brake,is part of,0.9693567752838136,1
7491,Robert Bosch GmbH-CBS,Robert Bosch GmbH,CBS,consists of,0.9693558812141418,1
27,Atmospheric pressure-Ambient music,Atmospheric pressure,Ambient music,is parameter of,0.9693483710289,2
8059,South Africa-Privately held company,Privately held company,South Africa,is related with,0.96934711933136,1
9692,Train-Runaway train,Runaway train,Train,indirectly related with,0.9693430066108704,2
7913,Shinkansen-Eddy current brake,Shinkansen,Eddy current brake,consists of,0.9693357348442078,2
11092,Vickers Viscount-Hydraulics,Hydraulics,Vickers Viscount,is related with,0.969330668449402,1
11561,Wheel-Angular velocity,Wheel,Angular velocity,has parameter,0.969330668449402,1
7355,Resistor-Regenerative brake,Regenerative brake,Resistor,is related with,0.9693146347999572,3
8016,Social perception-Perception,Perception,Social perception,is parameter of,0.969296395778656,1
4920,Mad River and Lake Erie Railroad-Connecticut,Mad River and Lake Erie Railroad,Connecticut,is related with,0.9692878723144532,1
3258,Friction-Brake,Brake,Friction,has parameter,0.9692697525024414,3
7261,Reservoir-Cylinder (engine),Reservoir,Cylinder (engine),is part of,0.9692660570144652,1
4515,Lever-Brake,Brake,Lever,consists of,0.9692540764808656,1
10195,Vacuum-Brake,Vacuum,Brake,is parameter of,0.9692469239234924,2
9512,Train-Brake,Train,Brake,consists of,0.96923828125,2
1510,Cylinder (engine)-Compression (physics),Cylinder (engine),Compression (physics),interacts with,0.9692360162734984,1
9120,Torque-Flywheel,Torque,Flywheel,is parameter of,0.9692344665527344,5
6578,Pressure-Motorcycle,Pressure,Motorcycle,is parameter of,0.9692264199256896,1
522,Brake-Air compressor,Brake,Air compressor,consists of,0.9692155122756958,1
5951,Phenol formaldehyde resin-Formaldehyde,Formaldehyde,Phenol formaldehyde resin,consists of,0.9692015647888184,2
5219,Master cylinder-Fluid,Fluid,Master cylinder,is part of,0.9691926836967468,1
2713,England and Wales Cricket Board-Electronically controlled brake,England and Wales Cricket Board,Electronically controlled brake,has type,0.9691884517669678,1
1809,Disc brake-Brake pad,Brake pad,Disc brake,is part of,0.9691842794418336,3
5620,Necktie-Beaufort scale,Necktie,Beaufort scale,has parameter,0.9691739678382874,1
3601,Hawker Siddeley-De Havilland Sea Vixen,De Havilland Sea Vixen,Hawker Siddeley,is related with,0.9691302180290222,1
6506,Pressure-Cylinder (engine),Pressure,Cylinder (engine),is parameter of,0.969127893447876,1
9771,Transmission (mechanics)-Engine,Transmission (mechanics),Engine,is part of,0.9691209197044371,1
3793,Hybrid electric vehicle-Electric vehicle,Electric vehicle,Hybrid electric vehicle,has type,0.9691097140312196,3
9701,Train-Signaling (telecommunications),Train,Signaling (telecommunications),consists of,0.9691038131713868,2
7133,Regenerative brake-Electric generator,Regenerative brake,Electric generator,is related with,0.9691030979156494,1
11231,Voltage-Reservoir,Voltage,Reservoir,is parameter of,0.9690945148468018,2
1972,Drum brake-Brake,Brake,Drum brake,has type,0.969084084033966,2
11348,Weight-Brake,Weight,Brake,is parameter of,0.96908038854599,1
11068,Vickers Viscount-British Aerospace,Vickers Viscount,British Aerospace,is related with,0.9690801501274108,1
1647,Differential (mechanical device)-Bumper (car),Differential (mechanical device),Bumper (car),interacts with,0.9690653681755066,2
10187,Vacuum servo-Vacuum,Vacuum,Vacuum servo,is type of,0.9690612554550172,2
7168,Renault-Brake,Renault,Brake,consists of,0.9690498113632202,2
5944,Petrol engine-Gasoline,Petrol engine,Gasoline,is type of,0.9690470099449158,1
6021,Piston-Compressed air,Compressed air,Piston,is parameter of,0.9690386652946472,1
11225,Voltage-Internal combustion engine,Internal combustion engine,Voltage,interacts with,0.9690360426902772,1
1766,Disc brake-Brake,Disc brake,Brake,is type of,0.9690234065055848,2
8085,Speed-Brake,Brake,Speed,has parameter,0.9690059423446656,1
4973,Magnet-Eddy current brake,Magnet,Eddy current brake,is part of,0.9690027236938475,2
9833,Triangle-Brake,Triangle,Brake,is part of,0.9690012335777284,6
6269,Power steering-Camshaft,Power steering,Camshaft,interacts with,0.9689963459968568,2
8482,Stop motion-Brake,Brake,Stop motion,indirectly related with,0.9689838886260986,2
1897,Downhill (ski competition)-Brake,Downhill (ski competition),Brake,indirectly related with,0.9689833521842957,1
7086,Regenerative brake-Audi,Regenerative brake,Audi,is part of,0.9689710140228271,3
6260,Power steering-Automatic transmission,Automatic transmission,Power steering,interacts with,0.9689616560935974,1
3400,Friction-Disc brake,Friction,Disc brake,has type,0.9689599275588988,1
3875,Hydraulic brake-Car,Car,Hydraulic brake,consists of,0.9689467549324036,1
9455,Train-Brake,Brake,Train,is part of,0.9689416885375975,2
3117,Force-Chemistry,Force,Chemistry,is part of,0.9689295291900636,1
9668,Train-Railroad switch,Train,Railroad switch,consists of,0.968917191028595,1
11304,Water vapor-Fluid,Fluid,Water vapor,is related with,0.968910276889801,1
11047,Vickers Valiant-Hawker Siddeley,Vickers Valiant,Hawker Siddeley,is related with,0.9689084887504578,1
7950,Signaling (telecommunications)-Brake,Signaling (telecommunications),Brake,interacts with,0.9689080119132996,2
1231,Commercial vehicle-Automation,Commercial vehicle,Automation,consists of,0.9688996076583862,1
3592,Hawker Siddeley-British Aerospace,Hawker Siddeley,British Aerospace,is related with,0.9688961505889891,1
1957,Driving-Brake,Brake,Driving,indirectly related with,0.9688886404037476,6
7439,Risk-Railway signalling,Risk,Railway signalling,indirectly related with,0.9688817262649536,1
9229,Track bicycle-Bicycle,Bicycle,Track bicycle,has type,0.9688799381256104,6
4356,Kinetic energy recovery system-Flywheel,Kinetic energy recovery system,Flywheel,consists of,0.9688631296157836,2
4071,Inch of mercury-Electric multiple unit,Electric multiple unit,Inch of mercury,consists of,0.9688536524772644,2
7552,Rolling stock-Railway air brake,Railway air brake,Rolling stock,is part of,0.9688398838043212,2
5954,Phonograph record-Disc brake,Disc brake,Phonograph record,is type of,0.968838393688202,3
12051,Wheel-Tire,Tire,Wheel,interacts with,0.9688383340835572,6
3660,Heat-Brake fade,Brake fade,Heat,is related with,0.9688338041305542,1
6628,Proportioning valve-Hydraulic brake,Proportioning valve,Hydraulic brake,interacts with,0.9688212871551514,1
7367,Retarder (mechanical engineering)-Brake,Brake,Retarder (mechanical engineering),consists of,0.9688172936439514,1
10435,Valve-Fire-tube boiler,Valve,Fire-tube boiler,is part of,0.9688125848770142,1
7975,Simulation-Demography,Simulation,Demography,indirectly related with,0.968808889389038,1
10535,Valve-Relief valve,Valve,Relief valve,is part of,0.9687975645065308,1
8535,Stroke-Drum brake,Drum brake,Stroke,consists of,0.9687843918800354,1
8707,Temperature-Brake fluid,Brake fluid,Temperature,has parameter,0.9687824845314026,5
4911,Machining-Brake,Brake,Machining,is part of,0.968778669834137,1
9167,Torque-Radius rod,Torque,Radius rod,consists of,0.968775987625122,6
5027,Magnetic field-High-speed rail,Magnetic field,High-speed rail,is part of,0.9687671661376952,1
12213,Wood-Duck,Wood,Duck,is part of,0.9687520265579224,6
9454,Train-Brake,Brake,Train,is part of,0.9687504768371582,1
4431,Landing gear-Aircraft,Aircraft,Landing gear,is type of,0.9687447547912598,2
6415,Pressure-Brake,Pressure,Brake,is parameter of,0.9687321186065674,1
9020,Toilet paper-Disc brake,Toilet paper,Disc brake,is related with,0.9687291383743286,1
8503,Street racing-Handbrake turn,Handbrake turn,Street racing,is related with,0.9687259793281556,1
9652,Train-Mushroom,Train,Mushroom,consists of,0.9687029123306274,1
7186,Reservoir-Atmospheric pressure,Atmospheric pressure,Reservoir,is parameter of,0.9686869382858276,1
7839,Sensor-Force,Force,Sensor,consists of,0.9686866998672484,1
10039,Unsprung mass-Porsche,Unsprung mass,Porsche,is parameter of,0.9686807990074158,3
3061,Force-Brake,Force,Brake,is parameter of,0.9686748385429382,1
11807,Wheel-Disc brake,Wheel,Disc brake,consists of,0.9686557054519652,3
12023,Wheel-Speed,Wheel,Speed,has parameter,0.9686444401741028,1
11145,Viscosity index-Brake fluid,Viscosity index,Brake fluid,is parameter of,0.9686424136161804,5
6649,Pump-Air pump,Air pump,Pump,consists of,0.9686385989189148,1
8040,Solvent-Evaporation,Solvent,Evaporation,consists of,0.9686275124549866,1
4554,Lever-Brake,Lever,Brake,is part of,0.9686264395713806,1
11353,Weight-Disc brake,Weight,Disc brake,is parameter of,0.9686236381530762,2
9285,Track brake-Emergency brake (train),Emergency brake (train),Track brake,is type of,0.9686107635498048,1
6040,Piston-Cylinder (engine),Piston,Cylinder (engine),is part of,0.9686060547828674,1
3672,Heat-Design,Design,Heat,has parameter,0.9686017036437988,3
7465,Road traffic safety-Collision,Road traffic safety,Collision,indirectly related with,0.9685994386672974,1
7973,Simulation-Arithmetic mean,Simulation,Arithmetic mean,indirectly related with,0.9685986638069152,1
4618,Lever-Disc brake,Disc brake,Lever,consists of,0.9685779809951782,6
8010,Smokebox-Draft (hull),Draft (hull),Smokebox,is parameter of,0.9685708284378052,1
5589,Natural rubber-Brake,Natural rubber,Brake,is part of,0.9685627818107604,1
8688,Temperature coefficient-Copper,Temperature coefficient,Copper,is parameter of,0.9685570001602172,1
9895,Truck-Disc brake,Truck,Disc brake,has type,0.9685537219047546,1
826,Braking distance-Brake,Braking distance,Brake,is parameter of,0.9685505032539368,1
6360,Pressure-Brake,Brake,Pressure,has parameter,0.9685418605804444,1
5311,Melbourne-Australia,Melbourne,Australia,is related with,0.968537986278534,1
11183,Visual field-Machine,Visual field,Machine,interacts with,0.9685253500938416,1
9797,Transmission (mechanics)-Rail transport,Transmission (mechanics),Rail transport,is part of,0.9685246348381042,1
6625,Proportioning valve-Brake,Brake,Proportioning valve,interacts with,0.96851646900177,1
6114,Planning-Maintenance (technical),Maintenance (technical),Planning,indirectly related with,0.968499481678009,2
11046,Vickers Valiant-Hawker Siddeley,Hawker Siddeley,Vickers Valiant,is related with,0.968498170375824,1
10040,Unsprung mass-Sprung mass,Sprung mass,Unsprung mass,is related with,0.9684849381446838,1
6359,Pressure-Brake,Brake,Pressure,has parameter,0.968474805355072,2
7949,Signaling (telecommunications)-Brake,Brake,Signaling (telecommunications),interacts with,0.9684702157974244,2
807,Brake-by-wire-Brake,Brake-by-wire,Brake,interacts with,0.9684631824493408,1
4484,Lever-Automatic transmission,Lever,Automatic transmission,is part of,0.96845144033432,1
8614,Synthetic fiber-Aramid,Synthetic fiber,Aramid,is related with,0.968438684940338,1
11424,"Weverton, Maryland-Connecticut",Connecticut,"Weverton, Maryland",is related with,0.9684150815010072,1
8060,South Africa-Privately held company,South Africa,Privately held company,is related with,0.9684139490127563,1
7529,Roller coaster-Brake run,Roller coaster,Brake run,consists of,0.9684075713157654,2
11739,Wheel-Brake fluid,Brake fluid,Wheel,is part of,0.9683997631072998,5
466,Brake shoe-Brake fade,Brake fade,Brake shoe,is related with,0.9683809876441956,1
8302,Stator-Electric battery,Electric battery,Stator,consists of,0.9683687686920166,1
12210,Wire-Stainless steel,Stainless steel,Wire,consists of,0.968364417552948,1
3110,Force-Cable television,Force,Cable television,is parameter of,0.9683479070663452,6
806,Brake-by-wire-Brake,Brake-by-wire,Brake,interacts with,0.9683464169502258,1
4222,Internal combustion engine-Engine braking,Engine braking,Internal combustion engine,is part of,0.9683305621147156,1
